"Gene Region","UCSC Region","nCpG","Sign","medQval","medBetaCoef","medDelta","cpgs","denominator"
"ABCF2 TSS1500","ABCF2 S_Shore","1","-","0.00914312571541912","0.4173928148542","0.0111096660870452","cg02148324","3"
"SMARCD3 Body","SMARCD3 S_Shore","1","+","0.00766385901557589","-0.488794885958183","0.0373282682644943","cg25495685","24"
"SMARCD3 TSS1500","SMARCD3 S_Shore","1","+","0.00766385901557589","-0.488794885958183","0.0373282682644943","cg25495685","10"
"WDR86 TSS1500","WDR86 S_Shore","1","+","0.00734519039302588","-0.532117025745382","0.0593717673266332","cg19831077","5"
"RHEB TSS1500","RHEB Island","1","+","0.00764053159944995","-0.723682469466375","0.122324668575643","cg21134096","7"
"EN2 1stExon","EN2 Island","1","+","0.00872521918922892","-0.4784003903022","0.0441530480002335","cg20942223","3"
"EN2 5'UTR","EN2 Island","1","+","0.00872521918922892","-0.4784003903022","0.0441530480002335","cg20942223","2"
"EN2 Body","EN2 S_Shore","1","+","0.00531105298483258","-0.973526229114699","0.0314175745248132","cg14215702","11"
"DNAJB6 Body","DNAJB6 Island","1","-","0.00752368655394771","0.851081551573188","-0.13763681357675","cg18362281","65"
"PTPRN2 Body","PTPRN2 S_Shore","4","+ + + +","0.0033325252871689","-0.791670139807832","0.0530450479286633","cg01271455;cg22395765;cg07927098;cg09193477","1286"
"NCAPG2 Body","NCAPG2 OpenSea","1","+","0.000306654672826226","-1.13964608513936","0.0416042244930155","cg17906105","6"
"ESYT2 Body","ESYT2 OpenSea","1","+","0.00577557566749001","-0.528134589174485","0.0157400961640349","cg20533982","37"
"RPL23AP53 Body","RPL23AP53 N_Shelf","1","+","0.00378700939848628","-0.409711284482974","0.0386383107551235","cg18452347","10"
"ERICH1 Body","ERICH1 N_Shore","2","+ -","0.00702953373603764","0.218211233580169","-0.0259944248085135","cg03179422;cg25230043","90"
"ARHGEF10 5'UTR","ARHGEF10 OpenSea","2","- +","0.00599538229946072","0.476953672519101","0.17087125573083","cg07264062;cg06073220","38"
"KBTBD11 5'UTR","KBTBD11 Island","2","+ +","0.000736254744034286","-1.30214819817332","0.0923658143961098","cg23426958;cg25021970","22"
"MCPH1 Body","MCPH1 OpenSea","2","+ +","0.00435405501581878","-0.439596249377902","0.0700282649536424","cg14383815;cg23706836","70"
"ANGPT2 Body","ANGPT2 OpenSea","1","+","0.00228940744881449","-0.486430591690138","0.0717400663599215","cg23706836","16"
"PRAGMIN Body","PRAGMIN OpenSea","1","-","0.00714803262522169","0.671521855499163","-0.109521700761889","cg25474235","24"
"MIR124-1 Body","MIR124-1 Island","1","+","0.00537864012980874","-1.0570959101324","0.0655377395959287","cg00571033","1"
"LOC157627 TSS200","LOC157627 Island","1","+","0.00537864012980874","-1.0570959101324","0.0655377395959287","cg00571033","5"
"MIR124-1 TSS1500","MIR124-1 Island","1","+","0.00433762442150773","-1.02716203633352","0.0639735427322888","cg12616174","5"
"LOC157627 TSS1500","LOC157627 Island","1","+","0.00433762442150773","-1.02716203633352","0.0639735427322888","cg12616174","7"
"MSRA TSS1500","MSRA N_Shore","1","+","7.93207240874867e-05","-0.823057421172893","0.128166919347585","cg18452600","6"
"MSRA Body","MSRA S_Shore","1","+","0.00255919593864179","-0.575614591001765","0.0964652568259826","cg14257676","75"
"XKR6 Body","XKR6 OpenSea","2","+ +","0.00367817201044654","-1.04043790940106","0.0830314287830989","cg10596361;cg14919250","81"
"CTSB TSS1500","CTSB S_Shore","1","+","9.22616178561588e-05","-1.18216930350128","0.120123602928396","cg00276098","4"
"DLC1 Body","DLC1 N_Shelf","1","-","0.00742319127405302","0.467126101339511","0.00677628742258307","cg20744108","75"
"C8orf48 TSS200","C8orf48 OpenSea","1","+","0.00811980143175572","-1.09324253562667","0.221499405000316","cg24727311","2"
"SGCZ Body","SGCZ Island","1","+","0.0048828370426936","-1.32834188343176","0.070359212108023","cg26925231","16"
"EFHA2 TSS200","EFHA2 Island","2","+ +","0.000929877844141699","-0.761976762300832","0.0855574160667951","cg18577280;cg00720475","3"
"EFHA2 Body","EFHA2 OpenSea","1","-","0.00506720943167905","0.530845901287049","-0.0584409989297507","cg00846288","9"
"LPL Body","LPL Island","2","+ +","0.00207504233616079","-0.873970431494061","0.103435365184998","cg18015746;cg07072366","7"
"GFRA2 Body","GFRA2 N_Shelf","1","-","0.00805304079494698","0.681175295417455","-0.130669679200729","cg07164125","30"
"EPB49 5'UTR","EPB49 Island","1","+","0.00224911279603617","-0.907304797996341","0.184250239349956","cg03021802","21"
"REEP4 TSS1500","REEP4 S_Shore","1","+","0.00377688827463934","-0.756497910223793","0.13298121124528","cg02399048","3"
"PHYHIP Body","PHYHIP OpenSea","3","+ + +","0.000367142874091103","-0.76838468568619","0.0818783213019538","cg17674604;cg10754705;cg16148593","16"
"PHYHIP TSS1500","PHYHIP S_Shore","1","-","0.00491845052859493","0.575796656505607","-0.0426578670616683","cg14839085","4"
"PDLIM2 Body","PDLIM2 OpenSea","1","+","0.00197642016172499","-0.824112794845802","0.170787771522962","cg09125300","8"
"C8orf58 TSS1500","C8orf58 Island","2","+ +","4.90689877109882e-05","-1.33363296960952","0.0719412140033516","cg03934689;cg00992153","5"
"C8orf58 Body","C8orf58 S_Shore","2","+ +","0.00160750216352896","-0.994077461206074","0.131516776448707","cg12137450;cg26827533","8"
"KIAA1967 TSS1500","KIAA1967 N_Shore","1","+","0.00181475748380711","-0.727121091443746","0.101127208681515","cg14482093","10"
"C8orf58 3'UTR","C8orf58 N_Shore","1","+","0.00181475748380711","-0.727121091443746","0.101127208681515","cg14482093","4"
"BIN3 Body","BIN3 OpenSea","1","+","0.00282946076330168","-0.659869738436321","0.082161286401494","cg18025275","21"
"FLJ14107 Body","FLJ14107 OpenSea","1","+","0.00282946076330168","-0.659869738436321","0.082161286401494","cg18025275","1"
"PEBP4 Body","PEBP4 OpenSea","1","+","0.00900253525837509","-0.728279790981768","0.161987520758662","cg09080173","35"
"RHOBTB2 Body","RHOBTB2 S_Shelf","1","+","0.005546396200462","-0.875807334146577","0.114095106994438","cg05638250","26"
"TNFRSF10A TSS1500","TNFRSF10A S_Shore","1","-","0.00121545309440412","1.07561930474192","-0.208809619638445","cg24278165","5"
"CHMP7 1stExon","CHMP7 N_Shelf","1","-","0.00214791374357936","0.698928410735133","-0.0999714952919439","cg16142218","1"
"CHMP7 5'UTR","CHMP7 N_Shelf","1","-","0.00214791374357936","0.698928410735133","-0.0999714952919439","cg16142218","5"
"CHMP7 Body","CHMP7 S_Shelf","1","-","0.00681830921269485","0.532781655905213","-0.0953663608923184","cg16193207","5"
"LOXL2 5'UTR","LOXL2 Island","2","+ +","0.00220845097465035","-0.623338642168391","0.126863800248453","cg00558156;cg25074071","10"
"LOXL2 1stExon","LOXL2 Island","2","+ +","0.00220845097465035","-0.623338642168391","0.126863800248453","cg00558156;cg25074071","3"
"LOXL2 TSS1500","LOXL2 S_Shore","1","+","0.0042767551535334","-0.614124947144551","0.104763208751909","cg13531748","4"
"SLC25A37 Body","SLC25A37 OpenSea","1","+","0.00780900397455175","-0.42671331028188","0.0203161023486321","cg18065686","17"
"NKX2-6 TSS200","NKX2-6 Island","1","+","0.00483221663640973","-1.64955496587505","0.144769521508741","cg14428146","5"
"NEFM TSS200","NEFM Island","1","+","0.00615799566134754","-1.09518100680823","0.114638590172214","cg03169018","9"
"NEFM Body","NEFM Island","1","+","0.00615799566134754","-1.09518100680823","0.114638590172214","cg03169018","8"
"EBF2 Body","EBF2 N_Shore","1","-","0.00469443100187075","0.776907264441548","-0.112874623300774","cg05487589","37"
"EBF2 1stExon","EBF2 Island","1","+","5.1498937700681e-05","-0.816170849506295","0.0862380737607329","cg22841810","1"
"EBF2 TSS1500","EBF2 Island","1","+","0.00808344822736346","-0.510313939365993","0.0849643649920839","cg06541501","6"
"PNMA2 5'UTR","PNMA2 N_Shore","1","+","1.55775914160014e-05","-1.19363654410653","0.124288378911372","cg02993352","8"
"DPYSL2 Body","DPYSL2 OpenSea","1","+","0.00577902850687759","-0.807508762969872","0.149918000513978","cg07581623","21"
"EPHX2 TSS1500","EPHX2 N_Shore","2","+ +","0.00510687050336416","-0.817885393469761","0.111897651882099","cg01585794;cg21608792","5"
"SCARA3 TSS1500","SCARA3 N_Shore","1","+","0.00114564406998737","-0.563002963878866","0.0462842282136872","cg13351161","4"
"C8orf80 TSS200","C8orf80 OpenSea","1","-","0.00735940970369117","0.653411190304126","-0.0861304812697653","cg12991306","2"
"PNOC 3'UTR","PNOC OpenSea","1","-","0.000308965197882629","0.723290168766411","-0.089363542983763","cg07886914","1"
"ZNF395 TSS1500","ZNF395 S_Shore","1","+","0.00597988244921418","-0.805685506043134","0.149790644890099","cg08606497","4"
"DUSP4 Body","DUSP4 N_Shore","1","-","0.00794474738756489","0.63286266368837","-0.0390612772097235","cg07151117","18"
"DUSP4 5'UTR","DUSP4 N_Shore","1","-","0.00794474738756489","0.63286266368837","-0.0390612772097235","cg07151117","6"
"LEPROTL1 Body","LEPROTL1 OpenSea","1","+","0.00368579150640063","-0.614898709632836","0.119902375811598","cg14260002","7"
"RBPMS Body","RBPMS OpenSea","1","+","0.00977964646328683","-0.713897551837169","0.143011493231775","cg24586039","49"
"GTF2E2 5'UTR","GTF2E2 N_Shore","1","-","0.00352148258555272","0.584929154039682","-0.118414448200221","cg02007288","7"
"GSR Body","GSR OpenSea","1","-","0.000819618387644663","0.624895307797512","-0.0501994959124094","cg27498434","4"
"WRN 1stExon","WRN OpenSea","1","-","0.00652689881017501","1.15938423669461","-0.000585894597521674","cg03184037","13"
"PURG TSS1500","PURG OpenSea","2","- +","0.00669845457383514","0.246671239171715","0.0655351780144357","cg03184037;cg08494221","33"
"PURG TSS200","PURG OpenSea","1","-","0.00652689881017501","1.15938423669461","-0.000585894597521674","cg03184037","8"
"WRN 5'UTR","WRN OpenSea","2","- +","0.00669845457383514","0.246671239171715","0.0655351780144357","cg03184037;cg08494221","26"
"NRG1 TSS1500","NRG1 Island","2","+ +","0.0042206585991172","-0.772058991462748","0.115075842022003","cg04555373;cg12863621","15"
"NRG1 5'UTR","NRG1 Island","1","+","0.00221733738887301","-1.47938281623336","0.18986272020041","cg24946597","10"
"NRG1 1stExon","NRG1 Island","1","+","0.00221733738887301","-1.47938281623336","0.18986272020041","cg24946597","14"
"NRG1 Body","NRG1 OpenSea","2","+ +","0.00461659554439379","-0.705440854510192","0.100722153444506","cg09939075;cg12863621","59"
"ZNF703 TSS1500","ZNF703 Island","1","+","0.00177541695326685","-0.686710911172982","0.0840977129285144","cg18542992","5"
"RAB11FIP1 Body","RAB11FIP1 N_Shelf","2","- -","0.00657748169590953","0.815980378607515","-0.0891823729075072","cg16840978;cg14089503","16"
"GOT1L1 5'UTR","GOT1L1 OpenSea","1","+","0.000539741762002729","-0.634633417574797","0.0174054678420688","cg00242020","1"
"GOT1L1 1stExon","GOT1L1 OpenSea","1","+","0.000539741762002729","-0.634633417574797","0.0174054678420688","cg00242020","2"
"ADRB3 TSS1500","ADRB3 S_Shore","1","-","0.00876480155546265","1.07005440154573","-0.0527466724022252","cg00432461","4"
"DDHD2 5'UTR","DDHD2 S_Shore","1","+","0.00182830826522059","-0.487060480024336","0.0807411894069711","cg06015733","12"
"FGFR1 Body","FGFR1 OpenSea","1","+","0.00197940660325909","-0.956200883832607","0.0780308676077613","cg00676030","11"
"TACC1 TSS1500","TACC1 OpenSea","2","- -","0.00468015882453163","0.77073254792486","-0.0483883236770604","cg14773619;cg20870000","6"
"ADAM5P TSS200","ADAM5P OpenSea","2","+ +","0.00692069542086649","-0.894590713910945","0.0614268644651768","cg14742937;cg19659741","6"
"SFRP1 1stExon","SFRP1 Island","1","+","0.00139047322680093","-1.07474507342413","0.123936688818989","cg15839448","3"
"TRANK1 Body","TRANK1 N_Shore","8","+ + + + - + + +","0.00361058130825371","-0.781118832977549","0.0734419614322729","cg03052030;cg02392634;cg13877502;cg03358592;cg17856907;cg25594486;cg23374892;cg18411150","18"
"SLC20A2 5'UTR","SLC20A2 OpenSea","1","+","0.00482751101097454","-0.739386684333745","0.0771126759221238","cg21921016","15"
"RNF170 5'UTR","RNF170 N_Shore","1","+","0.00373375093047224","-0.828092134114896","0.121903805167219","cg17145652","7"
"RNF170 Body","RNF170 N_Shore","1","+","0.00373375093047224","-0.828092134114896","0.121903805167219","cg17145652","9"
"HOOK3 TSS1500","HOOK3 N_Shore","1","+","0.00373375093047224","-0.828092134114896","0.121903805167219","cg17145652","5"
"KIAA0146 Body","KIAA0146 OpenSea","1","+","0.00442161410779569","-0.803656801393339","0.153408861672889","cg08506869","38"
"KIAA0146 3'UTR","KIAA0146 N_Shore","1","+","0.00162752042133224","-1.02411667668573","0.179534724662804","cg25801976","1"
"EFCAB1 3'UTR","EFCAB1 OpenSea","1","-","0.000474777001995992","0.880616086696571","-0.107010476959268","cg12743248","4"
"EFCAB1 Body","EFCAB1 OpenSea","1","-","0.000474777001995992","0.880616086696571","-0.107010476959268","cg12743248","8"
"SNAI2 3'UTR","SNAI2 OpenSea","1","+","0.00365039953488888","-0.730233732384897","0.174645368662355","cg06576021","1"
"SNTG1 TSS1500","SNTG1 S_Shore","1","+","0.00191363693139219","-1.45695219344077","0.15409583414112","cg07739205","8"
"PXDNL TSS200","PXDNL OpenSea","1","+","0.00823120542172328","-0.574828318641733","0.0699592029576804","cg22653915","4"
"FAM150A TSS1500","FAM150A Island","2","+ +","0.00315362432558466","-1.5211914748232","-0.0996683535292421","cg17162024;cg05965392","3"
"RB1CC1 Body","RB1CC1 OpenSea","1","+","0.00917951021033226","-0.415388873787148","0.0411983466865646","cg08517799","2"
"RGS20 Body","RGS20 Island","1","+","0.00160482967695978","-0.594859278811439","0.0851276357351194","cg05868512","34"
"XKR4 TSS1500","XKR4 Island","1","+","0.00732977479802141","-0.97601254876034","0.120630883001911","cg20948997","4"
"LYN 5'UTR","LYN Island","1","+","0.00640280794074691","-0.715504560452045","0.0729694722408899","cg12531953","16"
"MOS 1stExon","MOS Island","1","+","0.00308421048885622","-1.31652572092521","0.0789120418944282","cg22130262","4"
"PENK 5'UTR","PENK Island","1","+","0.00476750584208557","-1.09014969573309","0.0190373940222552","cg03483150","7"
"PENK TSS200","PENK Island","1","+","0.00476750584208557","-1.09014969573309","0.0190373940222552","cg03483150","5"
"TOX Body","TOX Island","1","+","0.000871754308703447","-1.23453445203282","0.22596260271489","cg24158594","23"
"CLVS1 1stExon","CLVS1 OpenSea","1","+","0.00252284398723257","-0.709380829402446","0.090600828302288","cg01405761","1"
"CLVS1 5'UTR","CLVS1 OpenSea","1","+","0.00252284398723257","-0.709380829402446","0.090600828302288","cg01405761","2"
"ASPH Body","ASPH N_Shore","1","+","0.00774042328497469","-0.665115319407434","0.0503636325835017","cg07118376","25"
"MIR124-2 Body","MIR124-2 S_Shore","1","+","0.00921564417922336","-0.965685897676241","0.127594934938316","cg04559779","1"
"LOC401463 Body","LOC401463 N_Shore","5","+ + + + +","0.00143444994081446","-1.0453407726773","0.0495476482518152","cg24255371;cg16510548;cg08334899;cg23554956;cg07283114","10"
"LOC401463 TSS200","LOC401463 N_Shore","3","+ + +","0.00167861045937427","-0.94462240346746","0.0762016082536238","cg14588078;cg20702056;cg00023185","5"
"LOC401463 TSS1500","LOC401463 N_Shore","3","+ - -","0.00891251721856725","0.518893847061727","0.0277952849593028","cg26965597;cg01028849;cg00405554","11"
"BHLHE22 TSS1500","BHLHE22 N_Shore","1","+","0.00356479351323286","-0.732665579692773","0.0770016052238339","cg23939037","7"
"BHLHE22 1stExon","BHLHE22 Island","1","+","0.00110883769668971","-1.34519229904844","0.0822970569235475","cg17307479","7"
"CYP7B1 Body","CYP7B1 OpenSea","1","-","0.00463225922681827","0.948027498097014","-0.133427969757189","cg16151924","4"
"CYP7B1 TSS200","CYP7B1 Island","1","+","0.00966325632820675","-0.765183370686776","0.163532883255814","cg15160198","5"
"ARMC1 TSS1500","ARMC1 S_Shore","1","-","0.00465747058078041","1.19180915793759","-0.0382694646898822","cg23957015","3"
"PDE7A TSS1500","PDE7A OpenSea","1","+","0.00367395131338617","-0.485941660100994","0.0866053755411693","cg05180540","7"
"PDE7A Body","PDE7A OpenSea","1","+","0.00367395131338617","-0.485941660100994","0.0866053755411693","cg05180540","16"
"C8orf46 Body","C8orf46 Island","2","- +","0.00933866143045308","-0.163663156549829","0.0718060442080553","cg09622557;cg00613284","10"
"C8orf44 3'UTR","C8orf44 OpenSea","1","-","0.00322291771758735","0.692479759846698","-0.0741926298711998","cg17724184","1"
"LRRC67 TSS200","LRRC67 Island","1","+","0.00457431470845975","-0.559848296647053","0.0429715276532184","cg15744359","4"
"ARFGEF1 Body","ARFGEF1 OpenSea","1","+","0.00487395566231315","-0.35706329413795","0.0275537168201608","cg06985056","11"
"PRDM14 TSS200","PRDM14 Island","1","+","0.00496638335221053","-1.32165248806803","0.0562940955606863","cg13267264","4"
"NCOA2 TSS1500","NCOA2 Island","1","+","0.00916074969014665","-0.711201177724766","0.0943289756895063","cg11911122","5"
"MSC Body","MSC Island","2","+ +","0.000751948537858617","-1.21916524284495","0.0360030708620592","cg20079899;cg06269753","6"
"MSC 1stExon","MSC Island","1","+","0.00974344768381437","-1.23930218955186","0.0882525466422539","cg14409559","4"
"MSC TSS200","MSC S_Shore","1","+","0.00433453676872852","-0.771978187602979","0.109752587235628","cg20675505","5"
"TRPA1 1stExon","TRPA1 Island","2","+ +","0.00304903621245767","-1.22493185807484","0.153224247455036","cg26198463;cg12668482","3"
"TRPA1 5'UTR","TRPA1 Island","2","+ +","0.00304903621245767","-1.22493185807484","0.153224247455036","cg26198463;cg12668482","3"
"TRPA1 TSS200","TRPA1 Island","3","+ + +","0.00575619500928386","-1.17359613795669","0.147527574840034","cg01610488;cg19439706;cg27528660","6"
"TRPA1 TSS1500","TRPA1 Island","1","+","0.00570858047964295","-0.515604667178491","0.0758963265097584","cg09514401","3"
"STAU2 Body","STAU2 OpenSea","1","+","0.00487395566231315","-0.759781471026598","0.0425922569673258","cg26684050","21"
"GDAP1 TSS200","GDAP1 Island","1","-","0.00713260582168037","0.595209931589613","0.0578193800220884","cg08500017","5"
"CRISPLD1 Body","CRISPLD1 S_Shore","1","+","0.00527179449152722","-0.587962029513492","0.0630270032925272","cg21130958","1"
"LOC100192378 Body","LOC100192378 OpenSea","9","+ + + + + + + + +","0.00273638302830451","-1.05289848913052","0.0679814513034238","cg19437183;cg24041541;cg06522288;cg23026675;cg01419567;cg00931558;cg10074775;cg08322102;cg25662926","31"
"ZFHX4 5'UTR","ZFHX4 Island","5","+ + + + +","0.00085174520045919","-1.04849301892242","0.0679814513034238","cg01419567;cg00931558;cg10074775;cg08322102;cg25662926","17"
"ZFHX4 Body","ZFHX4 OpenSea","1","+","0.00813584766774562","-0.725340538636721","0.0170971720339","cg01803948","29"
